Place_Id,Place_Name,Description,Category,City,Price,Rating
36,Bukit Panguk Kediwung,"Bukit Panguk Kediwung adalah salah satu obyek wisata yang menawarkan pemandangan alam dari ketinggian. Jika dibandingkan dengan obyek wisata perbukitan lain di Bantul memang Bukit Panguk Kediwung termasuk baru karena dibuka pada tahun 2016. Namun jangan salah, lokasi ini sudah mencuri hati banyak pengunjung dari dalam maupun luar kota. Bukit Panguk Kediwung berlokasi di Kediwung, Mangunan, Dlingo, Bantul, Yogyakarta. Jangan khawatir untuk tersesat karena di sepanjang jalan menuju ke lokasi kita akan melihat beberapa papan petunjuk. Kurang lebih berjarak 20 km dari pusat Kota Yogyakarta. Dari pusat Kota Yogyakarta anda bisa bergerak menuju ke selatan tepatnya ke arah Jalan Imogiri Timur, ikuti jalan hingga menemukan Pasar Imogiri, lalu belok kiri dan lanjutkan perjalanan menuju ke arah Dlingo, dari sana anda akan mulai melihat petunjuk jalan menuju Bukit Panguk Kediwung. Akses jalan menuju Bukit Panguk Kediwung sudah diaspal halus hanya saja konturnya sedikit naik turun namun masih dalam kategori aman. Sangat disarankan untuk menggunakan kendaraan pribadi karena akses ke sini menggunakan kendaraan umum cukup sulit.",Budaya,Yogyakarta,250000,2
37,Candi Prambanan,"Candi Prambanan atau Candi Roro Jonggrang (bahasa Jawa: ꦕꦤ꧀ꦝꦶ​ꦥꦿꦩ꧀ꦧꦤꦤ꧀, translit. Candhi Prambanan) adalah kompleks candi Hindu terbesar di Indonesia yang dibangun pada abad ke-9 masehi. Candi ini dipersembahkan untuk Trimurti, tiga dewa utama Hindu yaitu Brahma sebagai dewa pencipta, Wisnu sebagai dewa pemelihara, dan Siwa sebagai dewa pemusnah. Berdasarkan prasasti Siwagrha nama asli kompleks candi ini adalah Siwagrha (bahasa Sanskerta yang bermakna 'Rumah Siwa'), dan memang di garbagriha (ruang utama) candi ini bersemayam arca Siwa Mahadewa setinggi tiga meter yang menujukkan bahwa di candi ini dewa Siwa lebih diutamakan.\nKompleks percandian Candi Prambanan secara keseluruhan berada di wilayah provinsi Daerah Istimewa Yogyakarta, namun pintu administrasinya berada di Daerah Istimewa Surakarta (sekarang bagian Provinsi Jawa Tengah), hal ini yang membuat Candi Prambanan terletak di 2 tempat yakni di Desa Bokoharjo, Kecamatan Prambanan, Kabupaten Sleman, dan di Desa Tlogo, Kecamatan Prambanan, Kabupaten Klaten, atau kurang lebih 17 kilometer timur laut Yogyakarta, 50 kilometer barat daya Surakarta dan 120 kilometer selatan Semarang, persis di perbatasan antara Daerah Istimewa Yogyakarta dan Daerah Istimewa Surakarta.Candi ini adalah termasuk Situs Warisan Dunia UNESCO, candi Hindu terbesar di Indonesia, sekaligus salah satu candi terindah di Asia Tenggara. Arsitektur bangunan ini berbentuk tinggi dan ramping sesuai dengan arsitektur Hindu pada umumnya dengan candi Siwa sebagai candi utama memiliki ketinggian mencapai 47 meter menjulang di tengah kompleks gugusan candi-candi yang lebih kecil. Sebagai salah satu candi termegah di Asia Tenggara, candi Prambanan menjadi daya tarik kunjungan wisatawan dari seluruh dunia.Menurut prasasti Siwagrha, candi ini mulai dibangun pada sekitar tahun 850 masehi oleh Rakai Pikatan, dan terus dikembangkan dan diperluas oleh Balitung Maha Sambu, pada masa kerajaan Medang Mataram.",Budaya,Yogyakarta,50000,3
38,Watu Goyang,"Watu Goyang ini berasal dari Bahasa Jawa yang berarti Batu yang bergoyang. Dulunya di tempat ini terdapat batu yang berada di puncak yang bias bergoyang ketika disentuh maupun didorong. Batu tersebut sudah ada sejak ratuhan tahun yang lalu. Para pengelola menjelaskan bahwa Watu Goyang ini tidak pernah roboh walaupun disetuh bahkan di panjat, tetapi pihak pengelola melarang kesar untuk pengunjung yang mencoba menaiki Watu Goyang tersebut karena akan sangat berbahaya bagi keselamatan. Keunikan dari batu raksasa itu adalah stukturnya yang memuat tonjolan-tonjolan yang unik. Pemandangan alam yang masih hijau dan gunung merapi terlihat sangat alami, sangat cocok bagi para pengunjung untuk menghilangkan rasa bosan dengan aktivitas sehari-hari di perkotaan. Berada di puncak ini pengunjung akan merasakan sejuknya suhu udara, terutama pada pagi hari. Dan ketika di siang hari, meskipun cuaca sedang panas, maka hembusan angin yang menyapa terasa segar dan nyaman.",Budaya,Yogyakarta,2500,2
39,Kampung Wisata Rejowinangun,"Kampung wisata Rejowinangun terletak di Kelurahan rejowinangun, Kecamatan Kotagede, Kota Yogyakarta tepatnya sebelah selatan Kebun binatang Gembiraloka. Kampung wisata ini telah dirintis sejak tahun 2010 dan dengan kerjasama seluruh elemen masyarakat, pada tanggal 04 Oktober 2013 oleh Kepala dinas Pariwisata Kota Yogyakarta, Kampung Wisata Rejowinangun diresmikan. Kelurahan Rejowinangun merupakan satu kelurahan dari tiga kelurahan yang ada di Kecamatan Kotagede, sebuah kecamatan diujung timur Kota Yogyakarta yang terkenal dengan perak dan bekas kerajaan Mataram. Kelurahan Rejowinangun memiliki banyak potensi yang jika dikembangkan sungguh akan sangat luar biasa, meskpun saat ini yang terkenal baru Kebun Raya Kebun Binatang (KRKB) Gembiraloka yang lokasinya berada di wilayah Kelurahan Rejowinangun. Dengan adanya tempat wisata KRKB Gembiraloka di wilayah ini, berusaha mengembangkan wilayah kelurahan dengan potensi yang ada sehingga wisatawan selain mengunjungi Gembiraloka bisa singgah di kampung wisata ini.",Budaya,Yogyakarta,0,1
40,Kauman Pakualaman Yogyakarta,"Pakualaman adalah sebuah kecamatan di Kota Yogyakarta, Provinsi Daerah Istimewa Yogyakarta, Indonesia. Kecamatan ini terletak di antara Sungai Code dan Sungai Manunggal. Nama 'Pakualaman' diambil dari Puro Paku Alaman, kediaman resmi Sri Paduka Pakualam yang terletak tepat di tengah-tengah kecamatan ini. Sebelumnya, Pakualaman bukan bagian kota Yogyakarta, melainkan Kabupaten Kota Pakualaman, yang dihapus setelah terbentuknya Pemerintah Kota Yogyakarta pada 1947.",Budaya,Yogyakarta,0,4
41,Alun-alun Utara Keraton Yogyakarta,Alun-alun utara atau dalam Bahasa Jawa disebut Alun-alun Lor merupakan salah satu land mark Kota Yogyakarta yang berupa sebuah tanah lapang yang berada di depan Keraton Yogyakarta. Disebut Alun-alun Lor karena di Kota Yogyakarta terdapat dua alun-alun yang letaknya di sebelah selatan dan utara dari Keraton Yogyakarta. Alun-alun Lor berbentuk persegi dengan luas 150 x 150 meter dengan dua pohon beringin besar berpagar yang berada di tengah alun-alun. Dua Pohon Beringin Besar itu masing-masing diberi nama Kyai Dewandaru dan Kyai Wijayandaru. Pada masa lalu di sekeliling Alun-alun Lor ditanam 63 Pohon Beringin yang melambangkan umur Nabi Muhammad SAW.,Budaya,Yogyakarta,0,3
42,Pantai Goa Cemara,"Pantai Goa Cemara (bahasa Jawa: ꦥꦱꦶꦱꦶꦂ​ ꦒꦸꦮ​ ꦕꦺꦩꦫ, translit. Pasisir Guwa Cemara​) adalah objek wisata pantai yang terletak di Dusun Patihan, Desa Gadingsari, Kecamatan Sanden, Kabupaten Bantul. Daerah Istimewa Yogyakarta. Pantai ini terletak tepatnya berdampingan dengan Pantai Samas dan Pantai Pandansari.\n\nPantai ini memiliki pasir berwarna hitam tapi lembut dengan ombak yang cukup besar kerakteristik pantai selatan. Pantai ini merupakan pantai pengembangan baru dimana terdapat banyak pohong Cemara udang rindang membentuk seperti goa, hal ini yang membuat pantai ini dinamai Goa Cemara. Pohon Cemara ini bertujuan untuk melindungi abrasi air laut dan menahan gumuk pasir supaya tidak mengalamai perpindahan akibat tiupan angin.",Bahari,Yogyakarta,4000,1
43,Blue Lagoon Jogja,"Blue Lagoon adalah salah satu wisata air Jogja yang sudah sangat terkenal dan banyak dikunjungi oleh wisatawan dari berbagai daerah penjuru. Banyak yang menganggap bahwa Blue Lagoon sebagai surga wisata Jogja tersembunyi. Meskipun keindahan yang ditawarkan oleh tempat ini sangat mahal, namun untuk bisa menikmatinya kamu tidak perlu merogoh kocek dalam2. Karena budget untuk masuk ke area wisata ini tidak semahal yang ada di Islandia.",Taman Hiburan,Yogyakarta,10000,1
44,Gumuk Pasir Parangkusumo,"Gumuk Pasir Parangkusumo (bahasa Jawa: ꦒꦸꦩꦸꦏ꧀​ꦥꦱꦶꦂ​ꦥꦫꦁ​ꦏꦸꦱꦸꦩ, translit. Gumuk Pasir Parangkusuma) adalah objek wisata di Kabupaten Bantul, Yogyakarta, letaknya di sebelah barat Pantai Parangtritis, yaitu di Desa Parangtritis, Kecamatan Kretek, Kabupaten Bantul, Daerah Istimewa Yogyakarta. Gumuk Pasir ini memiliki sejumlah keistimewaan terkait dengan jumlahnya hanya terbatas di dunia.\nNama ""Gumuk"" berasal dari bahasa Jawa yang artinya gundukan-gundukan pasir yang terhampar luas. Gumuk Pasir Yogyakarta terbentuk dari material Gunung Merapi yang kemudian mengalami transportasi melalui Sungai Opak dan Sungai Progo yang kemudian terbawa ombak dan mengendap di pantai. Material yang mengendap kemudian mengering dan terbawa angin lalu terbang kedaratan sehingga mengalami proses deposisi menjadi Gumuk Pasir.",Taman Hiburan,Yogyakarta,0,2
45,Bukit Lintang Sewu,"Bukit Lintang Sewu ini berasal ketika pada saat malam hari di bukit ini terlihat ribuan bintang – bintang yang membentang luas di angkasa. Dalam bahasa Jawa Bukit Seribu Bintang adalah Bukit Lintang Sewu (lintang: bintang, sewu: seribu). Pemandangan alam yang tidak kalah mempesona membuat Bukit Langit Sewu ini menjadi tempat favorit bagi pecinta alam. Pada saat menuju bukit, pengunjung akan disuguhkan dengan pepohonan pinus, tetapi saat sampai pengunjung akan disuguhkan panorama hutan Kayu Putih yang menjadi keunikan tempat wisata ini. Diatas pohon Kayu Putih ini juga terdapat Burung Alap-alap yang melintas diatas pohonnya. Selain itu pengunjung juga akan dimanjakan dengan deretan pegunungan seperti Gunung merbabu, Gunung Sumbing, Menoreh, dan Gunung Merapi.",Taman Hiburan,Yogyakarta,2000,2
46,Studio Alam Gamplong,"Studio Gamplong atau Studio Alam Gamplong adalah sebuah tempat wisata yang terletak di Desa Gamplong, Kecamatan Moyudan, Kabupaten Sleman. Tempat tersebut awalnya adalah tempat pengambilan gambar film Sultan Agung: Tahta, Perjuangan, Cinta dan Bumi Manusia karya Hanung Bramantyo. Tempat tersebut didirikan di atas lahan seluas 2,5 hektar. Tempat tersebut diresmikan oleh Presiden Joko Widodo pada 15 Juli 2018.",Taman Hiburan,Yogyakarta,10000,2
47,Watu Lumbung,"Letak Kampung Edukasi Watu Lumbung yang berada di area perbukitan dipenuhi rerimbunan pohon jati, membuat pemandadangan dari tempat ini sangat indah sekali. Watu Lumbung dikonsep oleh M Boy Rifai sebagai tempat yang mengajarkan nilai-nilai edukasi, di mana Boy Rifai telah berhasil menyulap lahan tandus yang dulunya dibiarkan saja, kini menjadi tempat eksotis untuk menikmati malam maupun melihat sunset dan sunrise. Untuk menjaga keasrian di daerah sekitar tempat wisata pengelolah sengaja membangun area ini sebagai kawasan wisata yang selaras dengan alam.",Cagar Alam,Yogyakarta,5000,1
48,Air Terjun Kedung Pedut,"Air Terjun Kedung Pedut atau biasa disebut Curug Kedung Pedut berasal dari istilah bahasa Jawa. Curug yang berarti air terjun, kedung berarti kubangan atau kolam, dan pedut berarti kabut. Air Terjun Kedung Pedut merupakan salah satu wisata alam yang di Kulonprogo yang dikenal karena keindahan warna airnya.",Cagar Alam,Yogyakarta,20000,2
49,Puncak Kebun Buah Mangunan,"Berlibur di pegunungan memang menyenangkan. Dapat menikmati sejuknya udara serta pemandangan indah dari atas perbukitan. Wisata seperti ini dapat dinikmati di Bantul, tepatnya di Kebun Buah Mangunan. Beruntungnya Jogja dikaruniai bentang alam yang begitu indah. Ada pantai, gunung, bukit, serta kota dan budaya yang sangat menarik. Kebun Buah Mangunan hadir sebagai objek wisata yang begitu menarik minat wisatawan. Apalagi di pagi hari, pemandangannya tak ubahnya seperti negeri di atas awan.",Taman Hiburan,Yogyakarta,5000,3
50,Desa Wisata Gamplong,"Desa Wisata Gamplong adalah desa wisata kerajinan tenun yang berada di Padukuhan Gamplong Desa Sumber Rahayu Kecamatan Moyudan Kabupaten Sleman, Yogyakarta. Desa wisata yang terletak di sebelah barat Kota Yogyakarta ini cukup menarik untuk disinggahi wisatawan terlebih karena masih adanya industri kerajinan tenun tradisional dengan menggunakan Alat Tenun Bukan Mesin (ATBM). Dengan ATBM, masyarakat perajin Gamplong mampu menghasilkan kain tenun sebagai bahan stagen (kain panjang untuk melilit bagian perut wanita). Selain kerajinan tenun, perajin juga mampu memproduksi kerajinan anyaman untuk suvenir.",Taman Hiburan,Yogyakarta,10000,2
51,Kawasan Wisata Sosrowijayan,"Tempat wisata Sosrowijayan memang selama ini dikenal sebagai Wisata Kampung bule, lokasinya sendiri berada di pusat kota Yogyakarta sehingga hampir tiap hari di lokasi ini banyak sekali pengunjungnya yang sangat padat. Bagi Anda yang ingin berkunjung ke sini, harus menggunakan kendaraan karena dari arah stasiun Tugu Anda tinggal berjalan selama 200 meter selanjutnya anda pun akan langsung menemukan daerah Sosrowijayan yang mempunyai tanda yaitu Sebuah Jalan Kecil menuju Barat dengan nama yang sama. Wisata unik sosrowijayan menjadi membagi dua daerah yaitu Sosrowijayan Wetan dan Sosrowijayan Kulon dan menjadi penghubung jalan Jogonegaran dan Jalan Malioboro. Akan tetapi untuk Sosrowijayan Wetan yang saat ini langsung terkenal sampai ke penjuru dunia dan dikenal sebagai Kampung turis kedua di Yogyakarta setelah Prawirotaman. Karena disebut Kampung bule maka disini pun anda akan melihat banyak sekali turis dari mancanegara yang menikmati suasana malam di Yogyakarta. Anda pun bisa melihat dua buah busuk seperti yang ada di daerah Prawirotaman ketika memasuki dan pertama. Di daerah ini banyak sekali buku yang dijual seperti novel berbahasa Inggris, buku kecil berbahasa Indonesia, dan beberapa buku yang berkualitas dan pastinya akan memberikan pendidikan bagi para pembacanya.",Pusat Perbelanjaan,Yogyakarta,0,0
52,Grojogan Watu Purbo Bangunrejo,"Objek wisata itu tak adalah Grojogan Watu Purbo yang berada di Bangunrejo, Merdikorejo, Kecamatan Tempel. Objek wisata itu sekitar setahun terakhir cukup populer di kalangan wisatawan karena memiliki pemandangan eksotis berupa air terjun yang memiliki enam tingkatan. Wisatawan yang datang rata-rata menjadikan air terjun itu sebagai latar untuk swafoto karena pemandangannya yang dinilai instagramable. Grojokan Watu Purbo ini tepatnya berlokasi di aliran Kali Krisak, yang merupakan jalur dari lahar dingin yang mengalir dari Gunung Merapi. Pemandangan kawasan ini eksotis karena dikepung pepohonan asri serta hamparan sawah. Munculnya air terjun atau grojogan ini berasal dari enam dam dengan ketinggian bervariasi tak lebih dari 10 meter.",Taman Hiburan,Yogyakarta,10000,2
53,Wisata Alam Kalibiru,"Kalibiru sebenarnya adalah sebuah nama hutan yang saat ini diolah menjadi sebuah tempat wisata alam. Hutan Kalibiru memiliki ketinggian 450 mdpl dan berupa kawasan perbukitan yang subur. Suhu udara di tempat ini sangat sejuk. Kalibiru dikelola oleh pemerintah dan masyarakat setempat sebagai wisata alam dan edukasi. Ada banyak hal yang bisa didapatkan di sana, termasuk outbond, penginapan, dan beberapa spot untuk mencari foto kekinian. Ada juga jalur trekking yang juga bisa dijadikan lokasi camping.",Cagar Alam,Yogyakarta,20000,2
54,Jogja Exotarium,"Di Yogyakarta, tepatnya di Sleman, ada satu tempat wisata edukasi yang patut dikunjungi. Namanya adalah Jogja Exotarium — terdengar unik, kan? Namun sebenarnya, tempat ini merupakan taman hewan berskala kecil. Koleksi hewannya beragam dan bisa diajak berinteraksi secara langsung",Taman Hiburan,Yogyakarta,20000,2
55,Puncak Gunung Api Purba - Nglanggeran,"Gunung Nglanggeran adalah sebuah gunung di Daerah Istimewa Yogyakarta, Indonesia. Gunung ini merupakan suatu gunung api purba yang terbentuk sekitar 0,6-70 juta tahun yang lalu atau yang memiliki umur tersier (Oligo-Miosen). Gunung Nglanggeran memiliki batuan yang sangat khas karena didominasi oleh aglomerat dan breksi gunung api. Gunung ini terletak di Desa Nglanggeran, Kecamatan Patuk, Kabupaten Gunung Kidul yang berada pada deretan Pegunungan Baturagung.",Cagar Alam,Yogyakarta,10000,3
56,Bendung Lepen,"Bendung Lepen sendiri dulunya merupakan saluran irigasi yang tidak sebersih sekarang ini. Sebelumnya, tempat ini merupakan saluran irigasi yang kumuh disertai taman desa yang tak terurus. Namun, kesadaran para pemuda akan kebersihan lingkungan mengubah kali (sungai/lepen) yang semula begitu kotor menjadi tempat wisata yang disenangi banyak orang. Bendung Lepen sekarang menjadi indah dan dipenuhi ikan nila dan gurame. Jika dulunya hanya menjadi taman wisata yang tidak terurus dan kumuh, sekarang ini Bendung Lepen menjadi destinasi wisata yang nyaman dikunjungi bersama keluarga. Bahkan di kala pandemi COVID-19 ini, Bendung Lepen tidak kekurangan peminat. Masih banyak anak-anak yang menikmati senja dengan riang sambil memberi makan ikan di kali. Tentunya ditemani oleh orang tuanya yang juga bisa mencuci mata melihat aliran air yang jernih dengan ikan warna-warni yang berenang di kali. Selain itu, banyak juga anak muda yang duduk-duduk di taman sembari menikmati udara sore yang sejuk ditemani segelas es teh.",Taman Hiburan,Yogyakarta,0,3
57,Bunker Kaliadem Merapi,"Bunker Kaliadem merupakan objek wisata yang terletak di lereng selatan Gunung Merapi. Destinasi wisata ini banyak menyimpan jejak erupsi gunung tersebut, terutama tahun 2006 dan 2010. Lokasi fenomenal tersebut berada di ketinggian lebih dari 2.000 meter di atas permukaan laut. Berada di Kabupaten Sleman, wisatawan diajak menyaksikan kegagahan Merapi dari jarak lima kilometer. Kawasan ini memadukan sejarah, keindahaan serta keunikan alam gunung merapi dengan fenomena vulkaniknya.",Cagar Alam,Yogyakarta,3000,2
58,Ledok Sambi,"Desa wisata Ledok Sambi merupakan desa yang mempunyai nuansa alami asli Jogja, yang berlokasi dekat dengan Gunung Merapi atau berada di Jl. Kaliurang Km. 19,2 Padukuhan Sambi Desa Pakembinangun Kec. Pakem Kabupaten Sleman Daerah Istimewa Yogyakarta. Pemandangan alam yang indah dapat memberikan kesejukan, kesegaran dan ketentraman hati. Sepanjang mata memandang di Desa wisata ini anda akan disuguhkan bentangan luasnya persawahan yang alami dan asri dan juga pepohonan yang hijau nan rindang serta kejernihan air yang dimiliki wilayah Desa Wisata Ledok Sambi. Rumah-rumah Tradisional khas Jogja yang luas dijadikan sebagai tempat bermain sambil menikmati udara sejuk yang menenangkan hati jiwa dan pikiran.",Cagar Alam,Yogyakarta,0,3
59,Seribu Batu Songgo Langit,"Nama Seribu Batu Songgo Langit memiliki makna tersendiri. Sebelum jadi tempat wisata, di lokasi ini terdapat ratusan bahkan ribuan batu dan pastinya hutan pinus. Songgo langit berarti penyangga langit, hal ini dikarenakan di Seribu Baru Songgo Langit terdapat bukit yang seakan akan merupakan tiang dari langit .Seribu Batu Songgo Langit merupakan tempat wisata di kawasan Dlingo yang menawarkan berbagai macam atraksi wisata, namun kebanyakan adalah spot foto. Spot foto di Seribu Batu hampir semuanya anti mainstream. Anda akan menemui beberapa spot foto dalam empat bagian di tempat wisata ini. Memasuki gerbang Seribu Batu Songgo Langit anda diharuskan untuk menuruni tangga yang terbuat dari kayu untuk mencapai spot pertama. Spot pertama ini menawarkan rumah dongeng seribu kayu. Spot ini berbentuk rumah kecil-kecil yang menyerupai rumah kurcaci dalam dongeng. Terdapat tujuh buah rumah kurcaci yang ditata secara mengerucut sehingga akan menciptakan angle foto yang bagus.",Cagar Alam,Yogyakarta,2000,3
60,Goa Jomblang,"Gua Jomblang merupakan gua vertikal yang bertipe collapse doline. Gua ini terbentuk akibat proses geologi amblasnya tanah beserta vegetasi yang ada di atasnya ke dasar bumi yang terjadi ribuan tahun lalu. Runtuhan ini membentuk sinkhole atau sumuran yang dalam bahasa Jawa dikenal dengan istilah luweng. Itulah yang membuat unik karena di dalam gua terdapat luas mulut gua sekitar 50 meter ini sering disebut dengan nama Luweng Jomblang. Gua Jomblang terletak di Kabupaten Gunungkidul, DI Yogyakarta.\nSaat ini Gua Jomblang merupakan tempat konservasi tumbuhan purba dan dikembangkan menjadi tempat wisata minat khusus yang mana dikelola oleh penduduk atau warga setempat. Untuk menuruni gua vertikal ini pihak pengelola sudah menyediakan perlengkapan lengkap sesuai standar keselamatan caving di gua vertikal.\nSinar matahari yang menerobos masuk dari Luweng Grubug setinggi 90 meter membentuk satu tiang cahaya, menyinari flowstone yang indah serta kedalaman gua yang gelap gulita. Air yang menetes dari ketinggian turut mempercantik pemandangan. Tidak salah\njika banyak orang terkagum-kagum datang ke sini ketika menyaksikan lukisan alam yang dikenal dengan istilah ""cahaya surga"".",Cagar Alam,Yogyakarta,500000,3
61,Desa Wisata Rumah Domes/Teletubbies,"Kawasan desa teletubbies menjadi perhatian menarik berbagai media, sehingga menjadikan para wisatawan mulai berbondong-bondong datang kesana. Hingga sekarang kawasan ini menjadi objek wisata unik jogja yang menarik dikunjungi. Bagi kawan-kawan datawisata yang sedang berlibur atau berdomisili di Yogyakarta dan sekitar, coba deh rasakan sensasi wisata unik ini, setidaknya bisa dijadikan koleksi foto yang mengusung spot-spot kece instagenic. Mulanya objek wisata Rumah Domes merupakan bentuk bantuan dari NGO, kala itu Yogyakarta terkena musibah bencana alam gempa bumi. Di desa Nglepen setidaknya ada 80 bangunan mengusung desain rumah dome lengkap beserta fasilitas seperti warung makan, toilet umum, area parkir, tempat ibadah, rumah kesehatan dan balai desa yang kerap dimanfaatkan ketika ada hajatan atau acara budaya. Desa wisata Sumberharjo ini memiliki luas kurang lebih 2 hektar serta bangunan dibangun sejak tahun 2006. Selain disebut desa teletubbies, pemukiman disana juga sering disebut New Nglepen.",Taman Hiburan,Yogyakarta,5000,0
62,Bukit Wisata Pulepayung,"Pule Payung Yogyakarta. Sebuah objek wisata populer yang menyajikan keindahan alam dari ketinggian 500 mdpl. Bukit Wisata Pule Payung Yogyakarta merupakan kawasan wisata yang dipenuhi dengan kreativitas yang tinggi, merubah zona biasa menjadi luar biasa. Daya tarik yang pertama dari Pule Payung Yogyakarta adalah objek wisata yang menyajikan pesona alam pegunungan. Sehingga, orang-orang menyebutnya dengan Bukit Wisata. Ketinggian Pule Payung Yogyakarta sekitar 500 mdpl, serta jalan menuju Pule Payung Yogyakarta dapat ditempuh dengan kendaraan roda dua, maupun roda empat. Pesona keindahan Waduk Sermo dapat terlihat jelas saat berada di Pule Payung. Waduk eksotis yang dikelilingi pegunungan yang masih asri. Dan Pule Payung Yogyakarta adalah bukit yang notabene sebagai destinasi wisata alam, diberikan sentuhan kreativitas, serta memprioritaskan aspek keamanan di setiap spotnya, akhirnya menjadi wisata favorit di Jogja.",Cagar Alam,Yogyakarta,10000,2
63,Bentara Budaya Yogyakarta (BBY),"Bentara Budaya Yogyakarta adalah pusat budaya yang terletak di Yogyakarta, Indonesia. Bentara Budaya Yogyakarta dibuka pada 26 September 1982, didanai oleh Kompas Gramedia Group. Bentara Budaya Yogyakarta adalah cabang dari Bentara Budaya Jakarta, sebuah lembaga budaya yang dikelola oleh Kompas Gramedia Group yang juga memiliki beberapa pusat budaya di Jakarta, Surakarta (sebagai Balai Soedjatmoko), dan Bali.",Budaya,Yogyakarta,0,2
64,Goa Rancang Kencono,"Goa Rancang Kencono yang terletak di Padukuhan Menggoran, Desa Bleberan, Kecamatan Playen, Gunungkidul, Yogyakarta, merupakan salah satu goa yang yang dihuni manusia prasejarah hingga modern. Diperkirakan goa yang terletak di kawasan air terjun Sri Getuk ini sudah dihuni sejak 3000 tahun lalu. Dari buku Ragam Warisan Budaya dan Cagar Budaya Gunungkidul yang ditulis oleh Winarsih (Kepala Seksi Kepurbakalaan dan Permuseuman, Bidang Pelestarian Warisan dan Nilai Budaya, Dinas Kebudayaan Gunungkidul), Arkeologi UGM Yogyakarta pada tahun 2001 sudah pernah melakukan penelitian tersebut. Goa Rancang Kencono sudah dihuni manusia sejak 3000 tahun yang lalu dengan bukti temuan tulang manusia.",Cagar Alam,Yogyakarta,5000,1
65,Goa Cerme,"Gua Cerme (bahasa Jawa: ꦒꦸꦮ​ꦕꦺꦂꦩꦺ, translit. Gua Cerme) adalah gua bersejarah dan sekaligus tempat wisata yang terletak di Dusun Srunggo, Desa Selopamioro, Kecamatan Imogiri, Kabupaten Bantul atau sekitar 20 km selatan Kota Yogyakarta. Gua Cerme memiliki panjang 1,5 km yang tembus hingga sendang di wilayah Panggang, yaitu di Dusun Ploso, Desa Giritirto, Kecamatan Purwosari, Kabupaten Gunungkidul.\nDi samping gua Cerme, di sekitarnya terdapat gua lain yang lebih kecil seperti Goa Dalang, Goa Ledek, Goa Badut dan Goa Kaum yang sering digunakan untuk bersemedi. Untuk mencapai gua, terdapat tangga setinggi 759 m. Kata cerme berasal dari kata ceramah yang mengisyaratkan pembicaraan yang dilakukan walisongo. Gua Cerme dulunya digunakan oleh para Walisongo untuk menyebarkan agama Islam di Jawa. Selain itu, Gua Cerme juga digunakan untuk membahas rencana pendirian Masjid Agung Demak. Setiap Senin atau Selasa wage, selalu diadakan upacara syukuran untuk meminta berkah kepada Tuhan.",Cagar Alam,Yogyakarta,3000,2
