Place_Id,Place_Name,Description,Category,City,Price,Rating
92,Museum Gunung Merapi,"Museum Gunung Merapi (bahasa Jawa: ꧋ꦩꦸꦱꦶꦪꦸꦩ꧀​ ꦒꦸꦤꦸꦁ​ ꦩꦼꦫꦥꦶ꧉, translit. Musiyum Gunung Merapi) merupakan museum bersejarah yang terdapat di Yogyakarta tepatnya di Jln. Boyong, Dusun Banteng, Desa Hargobinangun, Kecamatan Pakem, Kabupaten Sleman, Daerah Istimewa Yogyakarta sekitar lima kilometer dari kawasan objek wisata Kaliurang. Museum Gunung Merapi telah diresmikan pada tanggal 1 Oktober 2009 oleh Menteri Energi dan Sumber Daya Mineral (ESDM), Purnomo Yusgiantoro.\nDengan luas bangunan sekitar 4,470 yang berdiri di atas tanah seluas 3,5 hektare, museum yang ke depan juga akan dilengkapi dengan taman, area parkir, dan plasa ini ingin dikenal masyarakat sebagai Museum Gunungapi Merapi dengan semboyan Merapi Jendela Bumi .\nMuseum Gunung Merapi ini dapat dijadikan sebagai sarana pendidikan, penyebarluasan informasi aspek kegunungapian khususnya dan kebencanaan geologi lainnya yang bersifat rekreatif-edukatif untuk masyarakat luas dengan tujuan untuk memberikan wawasan dan pemahaman tentang aspek ilmiah, maupun sosial-budaya dan lain-lain yang berkaitan dengan gunungapi dan sumber kebencanaan geologi lainnya. Museum Gunungapi ini diharapkan dapat menjadi solusi alternatif sebagai sarana yang sangat penting dan potensial sebagai pusat layanan informasi kegunungapian dalam upaya mencerdaskan kehidupan masyarakat, serta sebagai media dalam meningkatkan kesadaran dan kewaspadaan masyarakat tentang manfaat dan ancaman bahaya letusan gunungapi serta bencana geologi lainnya .",Budaya,Yogyakarta,10000,2
93,Pantai Parangtritis,"Pantai Parangtritis (bahasa Jawa: ꦥꦱꦶꦱꦶꦂ ꦥꦫꦁꦠꦿꦶꦠꦶꦱ꧀, translit. Pasisir Parangtritis) adalah tempat wisata yang terletak di Desa Parangtritis, Kretek, Kabupaten Bantul, Daerah Istimewa Yogyakarta. Jaraknya kurang lebih 27 km dari pusat Kota Yogyakarta. Pantai ini boleh terbilang adalah salah satu destinasi wisata terkenal di Yogyakarta dan paling favorit diantara para wisatawan sejak lama, bahkan Pantai Parangtritis telah menjadi ikon pariwisata di Yogyakarta. Pantai Parangtritis mempunyai nilai simbolis yang merupakan garis yang bersifat magis yang menghubungkan Panggung Krapyak, Keraton Yogyakarta, Tugu Yogyakarta dan Gunung Merapi yang dikenal sebagai Garis Imajiner Yogyakarta.\nPantai yang terletak di sisi timur Pantai Parangkusumo ini terkenal diantara para wisatawan karena memiliki legenda yang melekat dengan Ratu Kidul sebagai penguasa laut selatan dan keindahannya. Pantai ini merupakan pantai yang cukup luas di Yogyakarta, berbeda dengan pantai-pantai di kawasan Yogyakarta lainya seperti Pantai di Gunungkidul yang ukurannya relatif kecil.",Bahari,Yogyakarta,10000,2
94,Goa Pindul,"Gua Pindul adalah objek wisata berupa gua yang terletak di Desa Bejiharjo, Kecamatan Karangmojo, Kabupaten Gunungkidul. Gua Pindul dikenal karena cara menyusuri gua yang dilakukan dengan menaiki ban pelampung di atas aliran sungai bawah tanah di dalam gua, kegiatan ini dikenal dengan istilah cave tubing.",Cagar Alam,Yogyakarta,40000,2
95,Candi Ratu Boko,"Situs Ratu Baka atau Candi Boko (Hanacaraka:ꦕꦤ꧀ꦝꦶ​ꦫꦠꦸ​ꦧꦏ, bahasa Jawa: Candhi Ratu Baka) adalah situs purbakala yang merupakan kompleks sejumlah sisa bangunan yang berada kira-kira 3 km di sebelah selatan dari kompleks Candi Prambanan, 18 km sebelah timur Kota Yogyakarta atau 50 km barat daya Kota Surakarta, Jawa Tengah, Indonesia. Situs Ratu Boko terletak di sebuah bukit pada ketinggian 196 meter dari permukaan laut. Luas keseluruhan kompleks adalah sekitar 25 ha.",Budaya,Yogyakarta,75000,3
96,Pantai Depok Jogja,"Pantai Depok (bahasa Jawa: ꦥꦱꦶꦱꦶꦂ ꦝꦺꦥꦺꦴꦏ꧀, translit. Pasisir Dhépok) merupakan objek wisata pantai yang terletak di Kecamatan Kretek, Kabupaten Bantul, Daerah Istimewa Yogyakarta, sekitar tiga puluh kilometer di sebelah selatan Kota Yogyakarta. Pantai ini terkenal akan pasar ikannya yang ikannya merupakan hasil tangkapan nelayan Pantai Depok.",Bahari,Yogyakarta,10000,1
97,Pantai Sundak,"Pantai Sundak merupakan salah satu pantai indah yang berada di Gunung Kidul tepatnya di dekat Pantai Indrayanti. Pantai ini berpasir putih dan memilii air yang masih bersih, bening, dan menyegarkan. Tetapi ombak di Pantai Sundak ini sangat besar, jadi jika anda ingin bermain air di Pantai Sundak diharapkan untuk berhati-hati. Selain bermain air anda juga bisa berjalan-jalan di tepi pantai sambil menikmati keindahan pantai ini. Jika anda berjalan di tepi pantai sampai sejauh 40 meter anda akan menemukan batu-batu karang kecil berjajar dan batu-batu karang tersebut adalah tempat persembunyian hewan-hewan laut yang kecil, tetapi harus tetap berhati-hati karena batu karang tersebut begitu tajam.",Bahari,Yogyakarta,5000,2
98,Hutan Mangrove Kulon Progo,Di sini ada kawasan wisata Hutan Mangrove Kulon Progo yang menyajikan keindahan alamnya. hutan Mangrove  ini memberikan pesona tersendiri selain pantai Glagah yang sudah menjadi primadona di Kulon Progo ini. Letak lokasi hutan mangrove  Kulon Progo ini sejatinya sudah masuk ke kawasan Pasir Mendit Kecamatan Temon Kulon Progo.,Bahari,Yogyakarta,5000,0
99,Jogja Bay Pirates Adventure Waterpark,"Jogja Bay Waterpark atau Jogja Bay (bahasa Jawa: ꦠꦼꦭꦸꦏ꧀ꦔꦪꦺꦴꦒꦾ 'Teluk Ngayogya') adalah salah satu taman wisata air atau waterpark terbesar di Asia Tenggara yang berlokasi di Yogyakarta, Indonesia. Taman wisata air ini dibuka secara resmi pada 20 Desember 2015.",Taman Hiburan,Yogyakarta,150000,2
100,Pantai Sepanjang,"Siapa sangka, ternyata Yogyakarta pun punya “Kuta”-nya sendiri Ialah Pantai Sepanjang, salah satu pantai di Kabuaten Gunungkidul. Daerah yang satu ini memang memiliki koleksi pantai cantik yang tak terhitung jumlahnya. Bahkan pantai ini digadang-gadang sebagai ‘Kuta Tempo Doeloe‘. Memang, pesona seperti apa yang ditawarkan pantai ini?",Bahari,Yogyakarta,10000,2
101,Pantai Krakal,"Pantai krakal merupakan pantai strategis untuk singgah, selain bisa menikmati panorama laut, wisatawan juga bisa mencicipi kuliner laut. Terdapat icon berupa bangunan berbentuk ikan diatas bukit yang sering dijadikan tempat foto.",Bahari,Yogyakarta,10000,2
102,Pantai Glagah,Pantai Glagah Indah adalah salah satu pantai yang menjadi objek wisata di provinsi Daerah Istimewa Yogyakarta. Pantai Glagah Indah merupakan salah satu pantai di Yogyakarta dengan hamparan pasir yang berwarna hitam dan banyak mengandung pasir besi. Pantai Glagah Indah memiliki akses yang baik,Bahari,Yogyakarta,5000,2
103,Pantai Siung,"Pantai Siung adalah suatu objek wisata pantai yang terletak di Kec. Tepus, tepatnya berada di Dusun Duwet, Kelurahan Purwodadi, Kecamatan Tepus, Kabupaten Gunungkidul, provinsi Daerah Istimewa Yogyakarta. Lokasinya berjarak kurang lebih 75 km dari kota Yogya dan memiliki jalur panjat tebing dengan 250 jalur berstandar internasional.\nDi sepanjang perjalanan menuju lokasi pantai, Anda akan disuguhi pemandangan bukit kapur yang ditumbuhi pohon-pohon jati. Jalan yang berkelok-kelok dan menaik, merupakan tantangan yang harus Anda lewati sebelum mencapai Pantai Siung. Akan tetapi, perjalanan yang melelahkan akan terbayar ketika Anda sudah berada di kawasan Pantai Siung. Pantai dengan hamparan pasir putih dan suara deburan ombak, akan membuat suasana hati dan pikiran Anda tenang dan damai.\nKarena pantai ini sangat terpencil, fasilitas yang tersedia masih minim. Untuk akomodasi penginapan belum tersedia di sini, tetapi jika Anda ingin bermalam di Pantai Siung, Anda bisa menggunakan pondok pemanjat yang bentuknya mirip rumah panggung dengan kapasitas kurang lebih sekitar 20 orang. Jika Anda ingin bermalam dengan suasana alam, anda bisa membawa tenda sendiri yang bisa Anda gunakan di area camping ground.\nJika Anda dari Kota Yogyakarta, Anda bisa menggunakan jalur Yogyakarta-Wonosari-Tepus-Purwodadi-Pantai Siung. Jika Anda menggunakan transportasi umum, Anda dapat menggunakan bus dari Terminal Giwangan Yogyakarta dengan menggunakan bus jurusan Jogja-Wonosari. Sampai di terminal Wonosari, Anda dapat menggunakan angkutan umum jurusan Wonosari-Jepitu. Sesampai Pertigaan Balai Desa Purwodadi, Anda bisa menggunakan jasa ojek, karena hanya itu transportasi umum yang bisa digunakan sampai ke Pantai Siung.",Bahari,Yogyakarta,10000,3
104,Pantai Sadranan,"Pantai Sadranan Jogja adalah butiran intan permata tersembunyi yang tiba-tiba memunculkan diri, dari dalam tumpukan harta karun deretan pantai pantai indah di Jogja. Seperti halnya pantai-pantai lain di kawasan Selatan Jogja, Pantai Sadranan juga memiliki ciri khas pasir putih dengan karang koral di area sangaet dekat dengan bibir pantai. Pasir putih ini mengingatkan pada Pantai terkenal semacam Kuta di Bali dan Mandalika di Lombok. Namun pantai di gunung kidul ini punya kelebihan dari 2 pantai terkenal itu, yaitu terdapatnya koral karang di pantai. Selain itu, pantai ini juga masih terbilang sepi. Kedua kelebihan ini, membuat pengunjung benar-benar bisa menikmati keasrian pantai tanpa harus terganggu hiruk pikuknya manusia.",Bahari,Yogyakarta,10000,3
105,Pantai Nguluran,"Di pantai Nguluran anda hanya bisa melihat hamparan laut luas serta spot foto. Semua fasilitas itu adanya di atas tebing. Sekitar belasan meter dari permukaan air pantai. Spot favorit di resort pantai ini adalah teras kaca. Teras kaca ini dapat dijadikan spot selfie dengan latar belakang pantai. Pengunjung akan mendapatkan foto yang sangat bagus dan indah untuk dipajang di IG, FB, atau media sosial lain. Apalagi jika foto diambil saat sunset. Saat berfoto di teras kaca, pengunjung akan merasakan sensasi yang menegangkan. Sensasi tegang ini timbul akibat teras kaca yang tepat berdiri di atas pinggir laut. Sensasi yang timbul seperti berjalan di atas seutas tali pada ketingian belasan meter di atas air laut. Namun tidak perlu kuatir, pihak pengelola menjamin keselematan para pengunjung, sepanjang tidak melanggar peraturan yang sudah di buat pihak pengelola.",Bahari,Yogyakarta,10000,0
106,Pantai Samas,"Pantai Samas (bahasa Jawa: ꦥꦱꦶꦱꦶꦂ​ꦱꦩꦱ꧀, translit. Pasisir Samas) merupakan salah satu pantai yang berada di deretan pantai sebelah timur Pantai Parangtritis. Lokasi Pantai Samas kurang lebih 14 km arah selatan Kota Bantul atau sekitar 35 km dari pusat Kota Yogyakarta, tepatnya di Desa Srigading, Kecamatan Sanden, Kabupaten Bantul, Daerah Istimewa Yogyakarta.",Bahari,Yogyakarta,4000,0
107,Pantai Drini,"Pantai Drini adalah salah satu objek wisata yang terletak di Desa Banjarejo, Kecamatan Tanjungsari,Gunungkidul, Yogyakarta. Letaknya di sebelah timur Pantai Baron dan berjarak sekitar 1 km ke arah timur Pantai Sepanjang. Namun jarak sebenarnya yang harus ditempuh untuk sampai ke pantai ini sejauh 60 km atau sekitar 2-3 jam dari Kota Yogyakarta. Infrastruktur menuju ke Pantai Drini cukup mulus, walaupun jalan masuk untuk sampai ke pantai ini cukup terjal dan berkelok-kelok. Pantai Drini merupakan pantai yang langsung berhadapan dengan Samudra Hindia. Pantai ini memiliki lereng pantai yang cukup curam sekitar 10 derajat dan merupakan bagian dari Wonosari yang didominasi oleh batuan karst dari Gunung Sewu. Pantai ini belum banyak terjamah oleh wisatawan lokal maupun asing, karena letaknya yang berada di daerah terpencil. Sehingga, Pantai Drini ini dikenal dengan nama Pantai Perawan. Sebutan ini digunakan oleh masyarakat setempat karena kondisi Pantai Drini yang masih bersih, udara yang sejuk, air yang terasa dingin ditambah dengan hamparan pasir putih yang mempesona dan aliran airnya yang tidak seganas Pantai Parangtritis Pantai ini memiliki sebuah tebing besar yang berada di tengah-tengah pantai dan membagi pantai ini menjadi dua sisi, yaitu sisi barat dan sisi timur . Tebing ini terlihat begitu indah sehingga membuatnya seolah-olah seperti pulau kecil yang terapung di tengah pantai. Di atas karang ini dibangun mercusuar dimana dari menaranya mata kita akan dimanjakan dengan pemandangan yang luar biasa indahnya.. Di pantai ini pengunjung juga dapat melihat dengan jelas rumput-rumput laut di antara karang-karang laut dan biota laut lainnya.",Bahari,Yogyakarta,10000,2
108,Air Terjun Sri Gethuk,"Air Terjun Sri Gethuk merupakan salah satu objek wisata alam yang terletak di Kecamatan Playen, Kabupaten Gunungkidul, Yogyakarta. Air terjun ini berada di tepi Sungai Oyo sehingga untuk menikmatinya harus menyelusuri sungai dengan rakit. Sepanjang perjalanan akan disuguhi pemandangan berupa tebing tebing kapur dikanan-kiri dan rimbunnya pepohonan. Jika di musim kemarau, air sungai akan sangat jernih berwana kehijauan dan tenang.\nAir terjun Sri Gethuk ini memiliki 3 sumber mata air yaitu mata air Ngandong, Dong Poh, dan Ngumbul. Ketiga mata air ini berkumpul dan mengalir melalui tebing tinggi hingga membentuk air terjun Sri Gethuk. Air Terjun Sri Gethuk memiliki tinggi sekira 25 meter dengan 3-5 terjunan air terjun tergantung musim. Air yang tak pernah kering itu jatuh tak membuat kolam namun langsung merayapi bebatuan kapur yang rapi di tepi sungai. Air terjun ini sedang dalam tahap pengembangan untuk menjadi destinasi wisata andalan Kabupaten Gunungkidul selain dari pantai dan pegunungan karst.\nAir Terjun Sri Gethuk juga disebut sebagai Air Terjun Slempret. Nama Slempret sendiri berasal dari legenda yang ada di Desa Bleberan. Menurut cerita yang beredar di masyarakat, air tejun ini merupakan pusatnya para jin dengan pimpinan Jin Anggo Menduro. Air terjun ini bermula dari tiga sumber mata air yaitu Kedungpoh, Ngandong, dan Ngumbul. Ketiga sumber mata air tersebut mengalir menjadi satu dan membentuk butiran-butiran air yang jatuh dari tebing bebatuan karst yang tandus.",Cagar Alam,Yogyakarta,15000,2
109,Candi Sewu,"Candi Sewu atau Manjusrighra (Hanacaraka:ꦕꦤ꧀ꦝꦶ​ꦱꦺꦮꦸ, Jawa: Candhi Sèwu) adalah candi Buddha yang dibangun pada abad ke-8 Masehi yang berjarak hanya delapan ratus meter di sebelah utara Candi Prambanan. Candi Sewu merupakan kompleks candi Buddha terbesar kedua setelah Candi Borobudur di Jawa Tengah. Candi Sewu berusia lebih tua daripada Candi Borobudur dan Prambanan. Meskipun aslinya memiliki 249 candi, oleh masyarakat setempat candi ini dinamakan ""Sewu"" yang berarti seribu dalam bahasa Jawa. Penamaan ini berdasarkan kisah legenda Loro Jonggrang.\nSecara administratif, kompleks Candi Sewu terletak di Dukuh Bener, Desa Bugisan, Kecamatan Prambanan, Kabupaten Klaten, Provinsi Jawa Tengah.",Budaya,Yogyakarta,50000,3
110,Pantai Wediombo,"Pantai Wediombo (O Jawa: Wedhiamba) adalah sebuah pantai yang berada di Desa Jepitu, Girisubo, Gunungkidul di dekat Pantai Siung, berjarak 80 km dari kota Yogyakarta. Pantai tersebut meliputi sebuah teluk yang dikelilingi pegunungan batu karang dan pasir putih. Di tengah laut, batu karang tampak menonjol. Tempat tersebut juga dipakai untuk selancar. Ketinggian ombak dapat mencapai 3-4 meter. Pantai Wediombo menghadap ke barat dan matahari berada di sisi selatan (pada November-Mei). Dari pantai ini, orang-orang dapat melihat matahari terbenam pada waktu sore. Selin untuk berselancar, Wediombo juga memiliki kolam alami sampai perairan tanpa ombak. Ada pula tempat untuk snorkeling. Wediombo masuk salah satu dari 13 tempat yang masuk Cagar Alam Dunia UNESCO Gunung Sewu.",Bahari,Yogyakarta,5000,2
111,Pantai Jogan,"Pantai Jogan adalah objek wisata pantai yang terletak di Dusun Duwet, Purwodadi, Tepus, Kabupaten Gunungkidul, Daerah Istimewa Yogyakarta. Lokasinya berjarak kurang lebih 74 km dari Pusat kota Yogyakarta. Pantai ini terletak di jajaran pegunungan Gunungkidul, yang memberikan pemandangan alam tebing dan air terjun yang mengarah ke laut lepas.",Bahari,Yogyakarta,5000,2
112,Pantai Ngrenehan,Pantai Ngrenehan merupakan\npantai nelayan. Terletak di desa Kanigoro\nKecamatan Saptosari kurang lebih 30 km di sebelah selatan kota Wonosari. Suatu pantai berupa teluk yang dikelilingi hamparan perbukitan kapur dan memiliki panorama yang sangat memukau dengan deburan ombak menerpa pasir putih. Para wisatawan dapat menyaksikan aktivitas kegiatan nelayan dan menikmati ikan siap saji atau membawa ikan segar sebagai oleh-oleh.,Bahari,Yogyakarta,3000,2
113,Pantai Jungwok,"Pantai Jungwok adalah pantai yang terletak di Desa Jepitu, Kecamatan Girisubo, Kabupaten Gunungkidul, Daerah Istimewa Yogyakarta. Pantai Jungwok merupakan salah satu pantai yang memiliki panorama yang indah dengan pasir putih yang khas dari pantai di Gunung Kidul. Pantai Jungwok terletak di sebelah Timur Pantai Wediombo dan di sebelah Barat Pantai Ngusalan. Jarak Pantai Jungwok dari Kota Wonosari sekitar 40 km. Akses jalan menuju Pantai Jungwook masih cukup sulit, itu dikarenakan jalan yang masih belum diaspal. Pantai Jungwok sering menjadi destinasi wisata karena tempatnya yang nyaman untuk berkemah.",Bahari,Yogyakarta,5000,3
114,Pantai Greweng,"Di Kabupaten Gunungkidul, tidak sulit memilih pantai yang masih sepi dan indah. Pantai Greweng yang berada di Kecamatan Girisubo adalah satu di antaranya. Tidak hanya cantik, pantai ini juga dikenal sebagai destinasi untuk berkemah. Namun, siapkan energi lebih untuk mencapai lokasinya yang terpencil.",Bahari,Yogyakarta,5000,3
115,Pantai Sedahan,"Pantai Sedahan ini memiliki garis pantai yang cukup panjang dan cukup luas untuk dijadikan sebagai arena bermain. Pada kedua sisi pantai, terdapat tebing karang yang mengapit pantai ini dan menjorok ke tengah laut. Pantai Sedahan mempunyai deburan ombak yang khas laut selatan dan hamparan pasir putih dengan butiran butiran yang halus. Air Biru kehijauan yang bening, segar, dan berkilauan teritampa cahaya matahari akan menghipnotis siapa pun untuk bermain air dan menceburkan diri di pantai tersebut. Tetapi pengunjung harus tetap berhati hati karena pantai selatan selalu berarus dan berombak kuat, maka para pengunjung tidak disarankan untuk berenang terlalu jauh dari daratan. Pantai Sedahan ini juga dikenal oleh banyak orang sebagai lokasi memancing yang menyenangkan. Banyak pengunjung yang rela dan menyempatkan datang jauh jauh hanya untuk memancing ikan di Pantai Sedahan ini.",Bahari,Yogyakarta,5000,2
116,Pantai Watu Kodok,"Pantai Watu Kodok merupakan salah satu pantai yang ada di Gunung Kidul. Pantai Watu Kodok ini memiliki pasir putih dan air laut yang masih berwarna biru yang sangat indah. Di pantai ini terdapat beberapa batu karang yang terjal, batu tersebut menjadi daya tarik para wisatawan dan keunikan bagi pantai itu sendiri. Dan suasana pantai yang masih alami juga menjadikan pantai ini menjadi daya tariknya, tetapi pantai ini masih tergolong pantai baru jadi masih belum banyak wisatawan. Pantai Watu Kodok ini sangat cocok bagi Anda yang ingin menghabiskan waktu liburan bersama keluarga.",Bahari,Yogyakarta,5000,3
117,Pantai Kesirat,"Pada umumnya pantai identik dengan pasirnya bukan, namun pantai kesirat memiliki keunikan tersendiri yang akan anda temukan disini. Pantai kesirat tidak memiliki pasir namun anda akan menemukan tebing tebing yang memeiliki struktur yang cantik kemudian anda kana menikmati pantai di atasnya, tempat ini juga sangat cocok untuk menikmati sunset. Keindahan pantai ini membuat semua orang tidak bisa melupakannya seperti janji mantan hehee.. pantai kesirat memiliki spot spot foto yang instagramable banget cocok sekali untuk kamu yang suka berfoto. Keunikan lain yang menjadi ciri khas dari wisata Pantai Kesirat adalah hadirnya sebuah pohon yang tampak berdiri kokoh yang menjadi ikon dari tempat wisata ini. Banyak wisatawan yang memanfaatkan pohon ini sebagai latar belakang foto mereka.",Bahari,Yogyakarta,5000,3
118,Pantai Ngandong,"Pantai Ngandong terletak di Desa Sidoarjo, Kecamatan Tepus, Kabupaten Gunung Kidul, Yogyakarta. Pantai ini sebenarnya tidak jauh dari Pantai Indrayanti yang lebih terkenal dahulu, tepatnya terletak di sebelah barat laut dari pantai Indrayanti. Pantai Ngandong termasuk pantai yang kecil namun mempunyai ciri khas tersendiri yang menjadi daya tarik bagi wisatawan. Meskipun demikian belum banyak wisatawan yang mengetahui destinasi wisata pantai ini. Pantai ini ramai penunjung ketika musim liburan, namun sepi ketika hari-hari biasa.",Bahari,Yogyakarta,10000,2
119,Galaxy Waterpark Jogja,"Galaxy Waterpark adalah taman rekreasi air yang berdiri di atas lahan seluas 2,5 hektar ini sangat cukup untuk menampung pengunjung di waktu liburan. Dengan lokasi yang sangat luas banyak wahana dan fasilitas yang bisa kamu nikmati. Di tempat ini juga tersedia beberapa kolam, dari kolam anak sampai kolam dewasa. Selain itu fasilitas yang disediakan pengelolapun juga terbilang lengkap untuk mendukung kenyamananmu saat berlibur.",Taman Hiburan,Yogyakarta,40000,1
120,Desa Wisata Pulesari,"Desa Wisata Pulesari semakin menambah deretan profil desa wisata di Jogja yang lahir dari kesadaran masyarakat, atas potensi lokal yang dimiliki. Baik itu dari sisi ragam budaya, pesona alam sekitar, kazanah kuliner, maupun nilai sejarah, dan budaya yang ada. Semuanya dikemas dalam sebuah keseruan wisata. Lokasi Desa Wisata Pulesari berada di Kabupaten Sleman, Daerah Istimewa Yogyakarta (DIY), yang notabene sebagai kabupaten yang dianugerahi banyak sekali tempat wisata. Kehadiran Desa Wisata Pulesari seakan menjadi penambal dari puzle wisata yang belum lengkap. Dan inilah review Desa Wisata Pulosari sebagai referensi awal untuk menentukan lokasi liburan nanti.",Taman Hiburan,Yogyakarta,0,2
121,Desa Wisata Tembi,"Desa Wisata Tembi, merupakan satu dari sekian desa wisata yang sukses menata kawasannya, sehingga menjadi sebuah kawasan yang layak untuk dikunjungi. Potensi alam, sejarah, serta potensi budaya yang dimiliki Desa Wisata Tembi memang sangat pas untuk dijadikan sebuah desa wisata. Apalagi jarak Desa Wisata Tembi tidak jauh dari pusat kota Jogja. Ternyata, pesona keindahan Desa Wisata Tembi tidak hanya terbatas pada dua hal tersebut saja. Dan inilah info lengkap Desa Wisata Tembi, sebagai referensi awal menentukan lokasi wisata saat liburan nanti. Lokasi Desa Wisata Tembi terletak satu arah menuju Parangtritis. Alamat Desa Wisata Tembi berada di Desa Tembi, Kecamatan Sewon, Kabupaten Bantul, Daerah Istimewa Yogyakarta.",Taman Hiburan,Yogyakarta,50000,2
122,Wisata Kaliurang,"Jogja selalu menarik untuk dikulik, terlebih tempat wisatanya. Berbagai wisata tersedia di Jogja, mulai dari wisata buatan hingga wisata alam. Seperti halnya Taman Wisata Kaliurang, yang memadukan unsur alam dengan taman rekreasi. Taman rekreasi ini berada di kawasan lereng Gunung Merapi. Bukan hal aneh jika objek wisata ini sangat sejuk. Menghabiskan waktu untuk berlibur di sini merupakan pilihan yang tepat.",Cagar Alam,Yogyakarta,8000,2
123,Heha Sky View,"HeHa Sky View adalah salah satu tempat wisata terbaru di Yogyakarta dan paling hits saat ini. Mau foto estetik ala selebgram atau berfoto di atas rooftop berlantai kaca? Bisa! .Terletak di Yogyakarta yang romantis, Heha Sky View adalah tempat wisata yang punya tiga ciri khas. Berdasarkan akun Instagram milik mereka, tiga hal yang menjadi ciri utama Heha Sky View adalah selfie, resto, dan food stalls. Ada banyak penjual makanan kekinian berkonsep kontainer untuk kamu yang suka memanjakan lidah. Dan kalau ingin menambah stok swafoto ada banyak spot Instagrammable yang patut dicoba.",Taman Hiburan,Yogyakarta,15000,2
124,Taman Sungai Mudal,"Taman Sungai Mudal, sebuah objek wisata alam terbuka yang terletak di Kabupaten Kulon Progo, yang menawarkan pesona sebuah kolam pemandian yang bersumber dari mata air alami. Mata airnya bersumber dari sebuah goa, sehingga kehadiran Taman Sungai Mudal menjadi mengesampingkan kesan angker dari sebuah goa. Apalagi ditambah dengan dukungan fasilitas yang membuat para wisatawan merasa nyaman saat berada di sana. Taman Sungai Mudal menjadi salah-satu wisata Kulon Progo yang selalu menjadi destinasi utama saat liburan tiba. Salah-satu alasan utamanya dikarenakan Taman Sungai Mudal mampu menjadi destinasi wisata keluarga yang menyenangkan.",Cagar Alam,Yogyakarta,10000,3
125,Pantai Sanglen,"Pantai Sanglen. Lokasinya berada di Desa Kemadang, Gunung Kidul. Pantai indah yang satu ini memang terdengar asing di telinga, namun ternyata pantai ini menyimpan keindahan yang sangat menenangkan. Keadaan ombaknya diam-diam menghanyutkan membuat kita harus berhati-hati jika ingin bermain air ketika sedang pasang, namun ketika surut kamu dapat bemain ombak di sekitar pantainya. Tak jauh dari area pantai terdapat sebuah bukit dengan hiasan pepohonan yang masih rindang serta berwarna hijau alam, kamu dapat naik ke atas bukit melalui tangga yang sudah disediakan.",Bahari,Yogyakarta,10000,2
126,Pantai Congot,"Selain Pantai Glagah dan Pantai Trisik, ternyata masih ada satu lagi pantai yang berada di Kulon Progo. Yakni Pantai Congot, pantai yang satu ini terkenal sebagai surganya memancing ikan. Maka tak heran jika Pantai Congot banyak dikunjungi oleh mereka para mancing mania, selain itu masyarakat sekitar Pantai Congot menggantungkan hidupnya sebagai nelayan. Pantai Congot memang tak sepopuler pantai lain yang ada di Kulon Progo, mulai banyak dikunjungi wisatawan ketika dibukanya Hutan Mangrove Pasir Mendit. Karena memang lokasinya yang tak terlalu jauh dari Pantai Congot, yakni berada di sebelah barat pantai. Pantai Congot merupakan muara dari Sungai Bogowonto. Ini pulalah yang menyebabkan Pantai Congot menjadi spot favorite para pemancing, karena terdapat banyak jenis ikan yang ada mulai dari ikan air tawar, ikan air payau hingga ikan air asin.",Bahari,Yogyakarta,3000,1
